schema,accuracy_notice,confidence_note,character_id,character,profile_key,last_seen_slot,last_seen_utc,move_kind,data_origin,move_label,move_id_hex,move_id_decimal,hit_segment,duplicate_index,move_address,active_start,active_end,active_frames,active2_start,active2_end,recovery,total_animation_frames,hitstun,blockstun,hitstop,advantage_on_hit,advantage_on_block,damage,meter,multi_hit_count,invulnerability,invulnerability_frames,stun_source,hitstun_source,blockstun_source,hitstop_source,recovery_source,runtime_hit_samples,runtime_block_samples,runtime_recovery_samples,profile_source,character_table_address,manual_verification,research_notes,row_key
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,normal,saved full action profile,j.C,0x010B,267,,,0x909D1978,2,5,4,,,19,24,21,15,0,2,-4,2400,150,2,,0,,,,,mot_derived,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|normal|action:010B|||j.C
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,normal,saved full action profile,3M,0x010E,270,,,0x909D23E0,9,16,8,,,48,64,17,12,0,-31,-36,1680,100,1,,0,,,,,mot_derived,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|normal|action:010E|||3M
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x909C88CC,,,,,,,,,,,-12,-12,1000,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|raw:addr:909C88CC|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x909C8B00,,,,,,,,,,,-12,-12,1000,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|raw:addr:909C8B00|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x909C940C,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|raw:addr:909C940C|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x909C9C64,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|raw:addr:909C9C64|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x909CAC4C,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|raw:addr:909CAC4C|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x909D13E0,10,31,22,,,,,17,12,0,-12,-17,800,100,1,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|raw:addr:909D13E0|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x909D1888,2,5,4,,,,,21,15,0,-34,-40,2400,150,2,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|raw:addr:909D1888|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x909D2BBC,8,31,24,,,,,17,12,0,-12,-17,800,100,1,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|raw:addr:909D2BBC|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,back dash,0x0007,7,,,0x909CCE70,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0007|||back dash
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_000C,0x000C,12,,,0x909B9218,,,,,,,17,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:000C|||anim_000C
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,Landing,0x000D,13,,,0x909CD6B2,,,,,,,14,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:000D|||Landing
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_000F,0x000F,15,,,0x909BAE66,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:000F|||anim_000F
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_0010,0x0010,16,,,0x909E2A02,,,,,,,5,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0010|||anim_0010
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_0011,0x0011,17,,,0x909E2ABE,,,,,,,25,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0011|||anim_0011
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,Jump Cancel,0x0012,18,,,0x909E2B2A,,,,,,,25,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0012|||Jump Cancel
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,pre jump,0x0013,19,,,0x909E2BAA,,,,,,,5,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0013|||pre jump
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,jump,0x0014,20,,,0x909BAB02,,,,,,,5,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0014|||jump
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,jump forward,0x0015,21,,,0x909E0342,,,,,,,51,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0015|||jump forward
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,jump back,0x0016,22,,,0x909BACFE,,,,,,,40,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0016|||jump back
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_0017,0x0017,23,,,0x909B9E10,,,,,,,5,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0017|||anim_0017
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,alt taunt?,0x0018,24,,,0x909E27D2,,,,,,,30,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0018|||alt taunt?
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,Push block post anim,0x0019,25,,,0x909BA080,,,,,,,3,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0019|||Push block post anim
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_001A,0x001A,26,,,0x909BA1B8,,,,,,,60,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:001A|||anim_001A
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_001B,0x001B,27,,,0x909BA2F0,,,,,,,3,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:001B|||anim_001B
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,Super Jump,0x001C,28,,,0x909BB1EE,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:001C|||Super Jump
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,Super Jump,0x001D,29,,,0x909BB4C2,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:001D|||Super Jump
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,landing,0x001E,30,,,0x909DFFF6,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:001E|||landing
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,Pre Super Jump,0x001F,31,,,0x909BBED6,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:001F|||Pre Super Jump
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,Turn Around,0x0020,32,,,0x909E26EE,,,,,,,8,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0020|||Turn Around
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,Turn Around,0x0021,33,,,0x909CCBD2,,,,,,,12,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0021|||Turn Around
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_0022,0x0022,34,,,0x909CCCEA,,,,,,,16,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0022|||anim_0022
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,Air Dash Back,0x0024,36,,,0x909CD510,,,,,,,12,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0024|||Air Dash Back
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_0025,0x0025,37,,,0x909CD828,,,,,,,16,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0025|||anim_0025
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_0026,0x0026,38,,,0x909CD888,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0026|||anim_0026
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_0027,0x0027,39,,,0x909CD900,,,,,,,24,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0027|||anim_0027
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,Intro Pose Point,0x0028,40,,,0x909CD978,,,,,,,37,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0028|||Intro Pose Point
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,Intro Pose Anchor,0x0029,41,,,0x909CDE20,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:0029|||Intro Pose Anchor
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,Win Pose,0x002A,42,,,0x909CDFE8,6,8,3,,,16,24,,,,-16,-16,730,50,0,,0,,,,,mot_derived,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:002A|||Win Pose
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_002B,0x002B,43,,,0x909CE3B8,6,8,3,,,29,37,12,9,0,-17,-20,730,50,0,,0,,,,,mot_derived,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:002B|||anim_002B
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,28,Yatterman-2,id_28_yatterman_2,P2-C2,2026-07-04T14:03:34Z,special,saved full action profile,anim_002D,0x002D,45,,,0x909CE3BC,6,8,3,,,,,12,9,0,-40,-43,730,50,0,,0,,,,,,,,,saved full action profile,0x909B58C0,,,28|id_28_yatterman_2|special|action:002D|||anim_002D
