schema,accuracy_notice,confidence_note,character_id,character,profile_key,last_seen_slot,last_seen_utc,move_kind,data_origin,move_label,move_id_hex,move_id_decimal,hit_segment,duplicate_index,move_address,active_start,active_end,active_frames,active2_start,active2_end,recovery,total_animation_frames,hitstun,blockstun,hitstop,advantage_on_hit,advantage_on_block,damage,meter,multi_hit_count,invulnerability,invulnerability_frames,stun_source,hitstun_source,blockstun_source,hitstop_source,recovery_source,runtime_hit_samples,runtime_block_samples,runtime_recovery_samples,profile_source,character_table_address,manual_verification,research_notes,row_key
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,normal,saved full action profile,j.C,0x010B,267,,,0x9095A964,14,16,3,,,20,36,21,15,0,1,-5,2700,150,1,,0,,,,,mot_derived,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|normal|action:010B|||j.C
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,normal,saved full action profile,6B,0x010E,270,,,0x9095AEC0,5,13,9,,,,,12,9,0,-35,-38,740,150,1,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|normal|action:010E|||6B
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P2-C1,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x90914B4C,,,,,,,,,,,-12,-12,1000,200,0,,0,,,,,,,,,saved full action profile,0x90901DE0,,,27|id_27_joe_the_condor|special|raw:addr:90914B4C|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P2-C1,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x90914D80,,,,,,,,,,,-12,-12,1000,200,0,,0,,,,,,,,,saved full action profile,0x90901DE0,,,27|id_27_joe_the_condor|special|raw:addr:90914D80|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P2-C1,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x9091568C,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x90901DE0,,,27|id_27_joe_the_condor|special|raw:addr:9091568C|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P2-C1,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x90915EE4,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x90901DE0,,,27|id_27_joe_the_condor|special|raw:addr:90915EE4|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P2-C1,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x90916ECC,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x90901DE0,,,27|id_27_joe_the_condor|special|raw:addr:90916ECC|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,27,Joe the Condor,id_27_joe_the_condor,P2-C1,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x9091D048,7,10,4,,,,,17,12,0,-33,-38,1360,100,1,,0,,,,,,,,,saved full action profile,0x90901DE0,,,27|id_27_joe_the_condor|special|raw:addr:9091D048|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,27,Joe the Condor,id_27_joe_the_condor,P2-C1,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x9091D4D4,14,16,3,,,,,21,15,0,-23,-29,2700,150,1,,0,,,,,,,,,saved full action profile,0x90901DE0,,,27|id_27_joe_the_condor|special|raw:addr:9091D4D4|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,27,Joe the Condor,id_27_joe_the_condor,P2-C1,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x9091DA08,5,13,9,,,,,12,9,0,-35,-38,740,150,1,,0,,,,,,,,,saved full action profile,0x90901DE0,,,27|id_27_joe_the_condor|special|raw:addr:9091DA08|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,27,Joe the Condor,id_27_joe_the_condor,P2-C1,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x9091DE38,7,10,4,,,,,17,12,0,-33,-38,1360,200,1,,0,,,,,,,,,saved full action profile,0x90901DE0,,,27|id_27_joe_the_condor|special|raw:addr:9091DE38|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,27,Joe the Condor,id_27_joe_the_condor,P2-C1,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x90922BE4,1,1,1,,,,,,,,-59,-59,0,200,0,,0,,,,,,,,,saved full action profile,0x90901DE0,,,27|id_27_joe_the_condor|special|raw:addr:90922BE4|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,27,Joe the Condor,id_27_joe_the_condor,P2-C1,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x90922F04,1,1,1,,,,,,,,-59,-59,0,200,0,,0,,,,,,,,,saved full action profile,0x90901DE0,,,27|id_27_joe_the_condor|special|raw:addr:90922F04|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P2-C1,2026-07-04T14:03:34Z,special,saved full action profile,anim_--,,,,,0x9092321C,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x90901DE0,,,27|id_27_joe_the_condor|special|raw:addr:9092321C|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_--,,,,,0x90951EEC,,,,,,,,,,,-12,-12,1000,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|raw:addr:90951EEC|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_--,,,,,0x90952120,,,,,,,,,,,-12,-12,1000,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|raw:addr:90952120|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_--,,,,,0x90952A2C,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|raw:addr:90952A2C|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_--,,,,,0x90953284,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|raw:addr:90953284|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_--,,,,,0x9095426C,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|raw:addr:9095426C|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_--,,,,,0x9095A3E8,7,10,4,,,,,17,12,0,-33,-38,1360,100,1,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|raw:addr:9095A3E8|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_--,,,,,0x9095A874,14,16,3,,,,,21,15,0,-23,-29,2700,150,1,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|raw:addr:9095A874|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_--,,,,,0x9095ADA8,5,13,9,,,,,12,9,0,-35,-38,740,150,1,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|raw:addr:9095ADA8|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_--,,,,,0x9095B1D8,7,10,4,,,,,17,12,0,-33,-38,1360,200,1,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|raw:addr:9095B1D8|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_--,,,,,0x9095FF84,1,1,1,,,,,,,,-59,-59,0,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|raw:addr:9095FF84|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_--,,,,,0x909602A4,1,1,1,,,,,,,,-59,-59,0,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|raw:addr:909602A4|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_--,,,,,0x909605BC,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|raw:addr:909605BC|||anim_--
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,back dash,0x0007,7,,,0x909565A0,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|action:0007|||back dash
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_000C,0x000C,12,,,0x90942AD8,,,,,,,18,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|action:000C|||anim_000C
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,Landing,0x000D,13,,,0x90956DA2,,,,,,,10,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|action:000D|||Landing
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,Turn around,0x000E,14,,,0x9094437A,,,,,,,8,,,,-12,-12,,150,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|action:000E|||Turn around
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_000F,0x000F,15,,,0x90944486,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|action:000F|||anim_000F
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_0010,0x0010,16,,,0x9096D866,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|action:0010|||anim_0010
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_0011,0x0011,17,,,0x9096D922,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|action:0011|||anim_0011
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,Jump Cancel,0x0012,18,,,0x9096D98E,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|action:0012|||Jump Cancel
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,pre jump,0x0013,19,,,0x9096DA0E,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|action:0013|||pre jump
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,jump,0x0014,20,,,0x90944152,,,,,,,4,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|action:0014|||jump
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,jump forward,0x0015,21,,,0x9096BAF2,,,,,,,52,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|action:0015|||jump forward
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,jump back,0x0016,22,,,0x9094431E,,,,,,,41,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|action:0016|||jump back
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_0017,0x0017,23,,,0x909435E0,,,,,,,,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|action:0017|||anim_0017
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,alt taunt?,0x0018,24,,,0x90975A36,,,,,,,30,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|action:0018|||alt taunt?
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,Push block post anim,0x0019,25,,,0x909437F0,,,,,,,3,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|action:0019|||Push block post anim
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Partial scanner row; active-window data is missing or unresolved.,27,Joe the Condor,id_27_joe_the_condor,P1-C2,2026-07-05T14:50:40Z,special,saved full action profile,anim_001A,0x001A,26,,,0x909438F8,,,,,,,89,,,,-12,-12,,200,0,,0,,,,,,,,,saved full action profile,0x9093F180,,,27|id_27_joe_the_condor|special|action:001A|||anim_001A
