# GLOBAL UNIVERSAL NORMALS / AIR NORMALS
256,0x100,5A,5A,5A,yes,100
516,0x204,Super Destruction Beam,Super Destruction Beam,Super Destruction Beam,yes,2
518,0x13a,Shooting Star Kick C,Friender B,Friender B,yes,2

# Tekkaman (ID: 3)
304,0x130,Gatling A,Gatling A,Gatling A,yes,3
305,0x131,Gatling B,Gatling B,Gatling B,yes,3
306,0x132,Gatling C,Gatling C?,Gatling C?,yes,3
307,0x133,TekLancer A,TekLancer A,TekLancer A,yes,3
308,0x134,Tek Lancer B,Tek Lancer B,Tek Lancer B,yes,3
309,0x135,Tek Lancer C,Tek Lancer C,Tek Lancer C,yes,3
310,0x136,Windmill A,Windmill A,Windmill A,yes,3
311,0x137,Windmill B,Windmill B,Windmill B,yes,3
312,0x138,Windmill C,Windmill C,Windmill C,yes,3
313,0x138,Tek Win A,Tek Win A Unarmed,Tek Win A Unarmed,yes,3
314,0x138,Tek Win B,Tek Win A Unarmed,Tek Win A Unarmed,yes,3
315,0x138,Tek Win C,Tek Win A Unarmed,Tek Win A Unarmed,yes,3
320,0x130,Gatling A Air,Gatling A Air,Gatling A Air,yes,3
321,0x130,Gatling B Air,Gatling B Air,Gatling B Air,yes,3
322,0x130,Gatling C Air,Gatling C Air,Gatling C Air,yes,3
323,0x130,Windmill A Air,Windmill A Air,Windmill A Air,yes,3
324,0x130,Windmill B Air,Windmill B Air,Windmill B Air,yes,3
325,0x130,Windmill C Air,Windmill C Air,Windmill C Air,yes,3
352,0x160,voltekka,voltekka,voltekka,yes,3
353,0x161,Spinning Tek Lancer,Spinning Tek Lancer,Spinning Tek Lancer,yes,3
368,0x161,Space Knights Formation Activation,Space Knights Formation Activation,Space Knights Formation Activation,yes,3
512,0x200,Tek Win Yank,Tek Win A,Tek Win A,yes,3
514,0x200,Tek Win Air Yank,Tek Win A,Tek Win A,yes,3
516,0x204,Space Knights Formation Stab,Space Knights Formation Stab,Space Knights Formation Stab,yes,3
520,0x204,Space Knights Formation,Space Knights Formation,Space Knights Formation,yes,3
354,0x160,voltekka air,voltekka air,voltekka air,yes,3

# Polimar (ID: 4)
304,0x139,Hurrican Destruction Fist A,Storm B?,Storm B?,yes,4
305,0x139,Hurrican Destruction Fist B,Storm B?,Storm B?,yes,4
306,0x139,Hurrican Destruction Fist C,Storm B?,Storm B?,yes,4
313,0x139,Kanae Storm,Storm B?,Storm B?,yes,4
314,0x13a,Storm Low,Storm Low,Storm Low,yes,4
315,0x13b,Storm Overhead,Storm B,Storm B,yes,4
316,0x13b,Storm Grab,Storm B,Storm B,yes,4
310,0x13b,3 Stage Reaction Kick A,Storm B,Storm B,yes,4
318,0x13b,3 Stage Reaction Kick the sequel A,Storm B,Storm B,yes,4
322,0x13b,3 Stage Reaction Kick the revenge A,Storm B,Storm B,yes,4
311,0x13b,3 Stage Reaction Kick B,Storm B,Storm B,yes,4
319,0x13b,3 Stage Reaction Kick the sequel B,Storm B,Storm B,yes,4
323,0x13b,3 Stage Reaction Kick the revenge B,Storm B,Storm B,yes,4
312,0x13b,3 Stage Reaction Kick B,Storm B,Storm B,yes,4
320,0x13b,3 Stage Reaction Kick the sequel B,Storm B,Storm B,yes,4
324,0x13b,3 Stage Reaction Kick the revenge B,Storm B,Storm B,yes,4
323,0x143,Razor A,Razor A,Razor A,yes,4
324,0x144,Razor B,Razor B,Razor B,yes,4
325,0x145,Razor C,Razor C,Razor C,yes,4
352,0x161,One Handed Vacuum Spin,Tenshin Drill,Tenshin Drill,yes,4
353,0x161,Tenshin Drill,Tenshin Drill,Tenshin Drill,yes,4
465,0x1d1,Forward Throw,Forward Throw,Forward Throw,yes,4
468,0x1d4,Back Throw,Back Throw,Back Throw,yes,4
368,0x200,Illusion Fist,Illusion Fist,Illusion Fist,yes,4
512,0x200,Illusion Fist,Illusion Fist,Illusion Fist,yes,4
514,0x161,One Handed Vacuum Spin,Tenshin Drill,Tenshin Drill,yes,4

# Yatterman-1 (ID: 5)
304,0x130,Kendamagic A,Kendamagic A,Kendamagic A,yes,5
305,0x131,Kendamagic B,Kendamagic B,Kendamagic B,yes,5
306,0x132,Kendamagic C,Kendamagic C,Kendamagic C,yes,5
307,0x133,yatter shock A,yatter shock A,yatter shock A,yes,5
308,0x134,yatter shock B,yatter shock B,yatter shock B,yes,5
309,0x135,yatter shock C,yatter shock C,yatter shock C,yes,5
310,0x135,yatter Medium Attack A,yatter shock C,yatter shock C,yes,5
311,0x135,yatter Medium Attack A,yatter shock C,yatter shock C,yes,5
312,0x135,yatter Medium Attack A,yatter shock C,yatter shock C,yes,5
313,0x139,yatter run,yatter run slide,yatter run slide,yes,5
320,0x135,air Kendamagic A,yatter shock C,yatter shock C,yes,5
321,0x135,air Kendamagic B,yatter shock C,yatter shock C,yes,5
322,0x135,air Kendamagic C,yatter shock C,yatter shock C,yes,5
323,0x135,air yatter Medium Attack A,yatter shock C,yatter shock C,yes,5
324,0x135,air yatter Medium Attack B,yatter shock C,yatter shock C,yes,5
325,0x135,air yatter Medium Attack C,yatter shock C,yatter shock C,yes,5
352,0x160,yatter wan special attack,yatter wan special attack,yatter wan special attack,yes,5
353,0x161,yatter wan flame,yatter wan special attack,yatter wan special attack,yes,5
368,0x205,today's special robots,today's special robots,today's special robots,yes,5
517,0x205,today's special robots,today's special robots,today's special robots,yes,5


# Doronjo (ID: 6)
304,0x150,Pummel A,Comfy Taunt,Comfy Taunt,yes,6
305,0x150,Pummel B,Comfy Taunt,Comfy Taunt,yes,6
306,0x150,Pummel C,Comfy Taunt,Comfy Taunt,yes,6
307,0x150,Rock A,Comfy Taunt,Comfy Taunt,yes,6
308,0x150,Rock B,Comfy Taunt,Comfy Taunt,yes,6
309,0x150,Rock C,Comfy Taunt,Comfy Taunt,yes,6
310,0x150,Tree A,Comfy Taunt,Comfy Taunt,yes,6
311,0x150,Tree B,Comfy Taunt,Comfy Taunt,yes,6
312,0x150,Tree C,Comfy Taunt,Comfy Taunt,yes,6
316,0x150,Clutch A,Comfy Taunt,Comfy Taunt,yes,6
317,0x150,Clutch B,Comfy Taunt,Comfy Taunt,yes,6
318,0x150,Clutch C,Comfy Taunt,Comfy Taunt,yes,6
319,0x150,Comfy Transition,Comfy Taunt,Comfy Taunt,yes,6
336,0x150,Comfy,Comfy Taunt,Comfy Taunt,yes,6
337,0x151,Comfy Launcher,Comfy Launcher,Comfy Launcher,yes,6
338,0x152,Breakdance,Breakdance,Breakdance,yes,6
346,0x152,Air Rock A,Breakdance,Breakdance,yes,6
347,0x152,Air Rock B,Breakdance,Breakdance,yes,6
348,0x152,Air Rock C,Breakdance,Breakdance,yes,6
353,0x152,Pummel Counter,Breakdance,Breakdance,yes,6
352,0x152,In the beginning,Breakdance,Breakdance,yes,6
368,0x152,Supreme Evil Plan,Breakdance,Breakdance,yes,6
513,0x201,Doronjo Counter,Doronjo Counter,Doronjo Counter,yes,6
516,0x204,Doronjo Level 3,Doronjo Level 3,Doronjo Level 3,yes,6
573,0x23f,Air Taunt,Taunt,Taunt,yes,6
574,0x23f,Comfy Taunt,Taunt,Taunt,yes,6


# Ippatsuman (ID: 7)
304,0x130,Rainball A,rainb100 A,rainb100 A,yes,7
305,0x131,Rainball B,Rainb100 B,Rainb100 B,yes,7
306,0x132,Rainball C,Rainb100 C,Rainb100 C,yes,7
307,0x133,Mound A,Mound A,Mound A,yes,7
308,0x134,Mound B,Mound B,Mound B,yes,7
309,0x135,Mound C,Mound C,Mound C,yes,7
310,0x136,Psycho A,Psycho A,Psycho A,yes,7
311,0x137,Psycho B,Psycho B,Psycho B,yes,7
312,0x138,Psycho C,Psycho C,Psycho C,yes,7
313,0x13a,DP A,DP B,DP B,yes,7
314,0x13a,DP B,DP B,DP B,yes,7
315,0x13a,DP C,DP B,DP B,yes,7
316,0x13c,Dash DP,Dash DP,Dash DP,yes,7
317,0x13d,Dash DP B,Dash DP B,Dash DP B,yes,7
318,0x13e,Dash DP C,Dash DP C,Dash DP C,yes,7
320,0x130,Air Rainball A,rainb100 A,rainb100 A,yes,7
321,0x130,Air Rainball B,rainb100 A,rainb100 A,yes,7
322,0x130,Air Rainball C,rainb100 A,rainb100 A,yes,7
352,0x160,Homerun super,Homerun super,Homerun super,yes,7
353,0x160,Final Reversal Breaker,Homerun super,Homerun super,yes,7
368,0x170,Robot Summon,Robot Punch A,Robot Punch A,yes,7
512,0x200,Back Breaker,Back Breaker,Back Breaker,yes,7
465,0x1d1,Front Throw,Front Throw,Front Throw,yes,7
468,0x1d4,Back Throw,Back Throw,Back Throw,yes,7

# Jun the Swan (ID: 8)

304,0x130,Yoyo A,Yoyo A,Yoyo A,yes,8
305,0x131,Yoyo B,Yoyo B,Yoyo B,yes,8
306,0x132,yoyo C,yoyo C,yoyo C,yes,8
307,0x134,Lightning Kick A,Lightning Kick A,Lightning Kick A,yes,8
308,0x134,Lightning Kick B,Lightning Kick B,Lightning Kick B,yes,8
309,0x135,Lightning Kick C,Lightning Kick C,Lightning Kick C,yes,8
313,0x139,Bingo,Bingo,Bingo,yes,8
314,0x139,Dancing Swan A,Bingo,Bingo,yes,8
315,0x139,Dancing Swan A,Bingo,Bingo,yes,8
316,0x139,Dancing Swan A,Bingo,Bingo,yes,8
320,0x139,Air Yoyo A,Bingo,Bingo,yes,8
321,0x139,Air Yoyo B,Bingo,Bingo,yes,8
322,0x139,Air Yoyo C,Bingo,Bingo,yes,8
323,0x139,Air Bingo,Bingo,Bingo,yes,8
324,0x139,Swan Rush A,Swan Dance A,Swan Dance A,yes,8
325,0x139,Swan Rush B,Swan Dance B,Swan Dance B,yes,8
326,0x139,Swan Rush C,Swan Dance C,Swan Dance C,yes,8
352,0x160,Talon Burst,Talon Burst,Talon Burst,yes,8
368,0x210,Phoenix,Mirage Swan,Mirage Swan,yes,8
369,0x210,Air Phoenix,Mirage Swan,Mirage Swan,yes,8
370,0x210,Mirage Swan,Mirage Swan,Mirage Swan,yes,8
520,0x210,Phoenix,Mirage Swan,Mirage Swan,yes,8
522,0x20a,Swan Dance A,Swan Dance A,Swan Dance A,yes,8
524,0x20c,Swan Dance B,Swan Dance B,Swan Dance B,yes,8
526,0x20e,Swan Dance C,Swan Dance C,Swan Dance C,yes,8
528,0x210,Mirage Swan,Mirage Swan,Mirage Swan,yes,8

# Karas (ID: 10)
304,0x130,Ungaikyo A,236A,236A,yes,10
305,0x130,Ungaikyo B,236A,236A,yes,10
306,0x130,Ungaikyo C,236A,236A,yes,10
307,0x133,Narukami A,623A,623A,yes,10
308,0x134,Narukami B,623B,623B,yes,10
309,0x135,Narukami C,623C,623C,yes,10
310,0x136,kasha A,kasha A,kasha A,yes,10
311,0x137,Kasha B,Kasha B,Kasha B,yes,10
312,0x138,Kasha C,Kasha C,Kasha C,yes,10
313,0x13a,Yoinagi,Kasha followup,Kasha followup,yes,10
314,0x13a,Yoinagi,Kasha followup,Kasha followup,yes,10
315,0x13a,Yoinagi,Kasha followup,Kasha followup,yes,10
316,0x13a,Yashaguruma,Kasha followup,Kasha followup,yes,10
317,0x13a,Yato,Kasha followup,Kasha followup,yes,10
319,0x13a,Tobimizuchi,Kasha followup,Kasha followup,yes,10

321,0x141,Kasha Overhead,Kasha Overhead,Kasha Overhead,yes,10
336,0x141,Air Narukami A,Kasha Overhead,Kasha Overhead,yes,10
337,0x141,Air Narukami B,Kasha Overhead,Kasha Overhead,yes,10
338,0x141,Air Narukami C,Kasha Overhead,Kasha Overhead,yes,10
352,0x160,Zan Ei Jin,Vergil Super,Vergil Super,yes,10
353,0x160,Shiranui,Vergil Super,Vergil Super,yes,10
368,0x160,Hiei Zangetsu,Vergil Super,Vergil Super,yes,10
512,0x200,chain hit,chain hit,chain hit,yes,10
524,0x160,Shiranui,Vergil Super,Vergil Super,yes,10
526,0x160,Hiei Zangetsu,Vergil Super,Vergil Super,yes,10
465,0x1d1,Front Throw,Front Throw,Front Throw,yes,10
468,0x1d4,Back Throw,Back Throw,Back Throw,yes,10
514,0x13a,Tsurigitsune A,Kasha followup,Kasha followup,yes,10
516,0x13a,Tsurigitsune B,Kasha followup,Kasha followup,yes,10
518,0x13a,Tsurigitsune C,Kasha followup,Kasha followup,yes,10
520,0x13a,Ukifune,Kasha followup,Kasha followup,yes,10
522,0x13a,Ukifune,Kasha followup,Kasha followup,yes,10



# Ryu (ID: 12)

268,0x130,Hado,Hado L,Hado L,yes,12
273,0x130,Tatsu Start,Hado L,Hado L,yes,12
274,0x130,Tatsu Spin,Hado L,Hado L,yes,12
275,0x130,Tatsu End,Hado L,Hado L,yes,12
276,0x130,Donkey,Hado L,Hado L,yes,12
277,0x130,Shoryu,Hado L,Hado L,yes,12
278,0x130,Shin Shoryu,Hado L,Hado L,yes,12
279,0x130,Tatsu Super Startup,Hado L,Hado L,yes,12
280,0x130,Tatsu Super Windup,Hado L,Hado L,yes,12
281,0x130,Forward Throw,Hado L,Hado L,yes,12
282,0x130,Forward Thrown,Hado L,Hado L,yes,12
284,0x130,Air Forward Throw,Hado L,Hado L,yes,12
285,0x130,Back Throw,Hado L,Hado L,yes,12
286,0x130,Back Thrown,Hado L,Hado L,yes,12
304,0x130,Hado L,Hado L,Hado L,yes,12
305,0x131,Hado M,Hado M,Hado M,yes,12
306,0x132,Hado H,Hado H,Hado H,yes,12
307,0x133,Tatsu L,Tatsu L,Tatsu L,yes,12
308,0x134,Tatsu M,Tatsu M,Tatsu M,yes,12
309,0x135,Tatsu H,Tatsu H,Tatsu H,yes,12
310,0x136,Shoryu L,Shoryu L,Shoryu L,yes,12
311,0x137,Shoryu M,Shoryu M,Shoryu M,yes,12
312,0x138,Shoryu H,Shoryu H,Shoryu H,yes,12
313,0x139,Donkey L,Donkey L,Donkey L,yes,12
314,0x13a,Donkey M,Donkey M,Donkey M,yes,12
315,0x13b,Donkey H,Donkey H,Donkey H,yes,12
320,0x140,Air Hado L,Air Hado L,Air Hado L,yes,12
321,0x141,Air Hado M,Air Hado M,Air Hado M,yes,12
322,0x142,Air Hado H,Air Hado H,Air Hado H,yes,12
323,0x142,Air Tatsu L,Air Hado H,Air Hado H,yes,12
324,0x142,Air Tatsu M,Air Hado H,Air Hado H,yes,12
325,0x142,Air Tatsu H,Air Hado H,Air Hado H,yes,12
352,0x160,Shinkuu,Shinkuu,Shinkuu,yes,12
353,0x161,Tatsu Super,Tatsu Super,Tatsu Super,yes,12
362,0x161,Shin Sho Startup,Tatsu Super,Tatsu Super,yes,12
465,0x1d1,Forward Throw,Forward Throw,Forward Throw,yes,12
468,0x1d4,Back Throw,Back Throw,Back Throw,yes,12
368,0x1d4,Shin Sho,Back Throw,Back Throw,yes,12
512,0x1d4,Shin Sho,Back Throw,Back Throw,yes,12

# Chun-Li (ID: 13)
262,0x130,j.2B,Kikoken L,Kikoken L,yes,13

268,0x130,j.C (Second hit),Kikoken L,Kikoken L,yes,13
272,0x130,SBK,Kikoken L,Kikoken L,yes,13
273,0x130,Anim from either 6C or 2B I dunno,Kikoken L,Kikoken L,yes,13
274,0x130,Tensho,Kikoken L,Kikoken L,yes,13
275,0x130,Tensho Second Phase,Kikoken L,Kikoken L,yes,13
276,0x130,Tensho Startup?,Kikoken L,Kikoken L,yes,13
304,0x130,Kikoken L,Kikoken L,Kikoken L,yes,13
305,0x131,Kikoken M,Kikoken M,Kikoken M,yes,13
306,0x132,Kikoken C,Kikoken C,Kikoken C,yes,13
307,0x133,SBK L,SBK L,SBK L,yes,13
308,0x134,SBK M,SBK M,SBK M,yes,13
309,0x135,SBK H,SBK H,SBK H,yes,13
310,0x135,Tensho A,SBK H,SBK H,yes,13
311,0x135,Tensho B,SBK H,SBK H,yes,13
312,0x135,Tensho C,SBK H,SBK H,yes,13
313,0x135,Legs A,SBK H,SBK H,yes,13
314,0x135,Legs B,SBK H,SBK H,yes,13
315,0x135,Legs C,SBK H,SBK H,yes,13
320,0x135,Air SBK A,SBK H,SBK H,yes,13
321,0x135,Air SBK B,SBK H,SBK H,yes,13
322,0x135,Air SBK C,SBK H,SBK H,yes,13
323,0x135,Air Tensho A,SBK H,SBK H,yes,13
324,0x135,Air Tensho B,SBK H,SBK H,yes,13
325,0x135,Air Tensho C,SBK H,SBK H,yes,13
326,0x135,Air Legs A,SBK H,SBK H,yes,13
327,0x135,Air Legs B,SBK H,SBK H,yes,13
328,0x135,Air Legs C,SBK H,SBK H,yes,13
352,0x160,Kikosho,Kikosho,Kikosho,yes,13
353,0x161,Hoyo,Hoyo,Hoyo,yes,13
368,0x161,Shichei Startup,Hoyo,Hoyo,yes,13
512,0x161,Shichei,Hoyo,Hoyo,yes,13


# Batsu (ID: 14)
259,0x103,2B,2B,2B,yes,14
260,0x104,2B,2B,2B,yes,14
304,0x130,Guts A,Guts A,Guts A,yes,14
305,0x131,Guts Bullet B,Guts Bullet B,Guts Bullet B,yes,14
306,0x132,Guts Bullet C,Guts Bullet C,Guts Bullet C,yes,14
307,0x133,Wheel Kick A,Wheel Kick A,Wheel Kick A,yes,14
308,0x134,Wheel Kick B,Wheel Kick B,Wheel Kick B,yes,14
309,0x135,Wheel Kick C,Wheel Kick C,Wheel Kick C,yes,14
310,0x136,Guts Upper A,Guts Upper A,Guts Upper A,yes,14
311,0x137,Guts Upper B,Guts Upper B,Guts Upper B,yes,14
312,0x138,Guts Upper C,Guts Upper C,Guts Upper C,yes,14
313,0x136,Guts Upper A (Assist),Guts Upper A,Guts Upper A,yes,14

320,0x138,Air Guts Bullet A,Guts Upper C,Guts Upper C,yes,14
321,0x138,Air Guts Bullet B,Guts Upper C,Guts Upper C,yes,14
322,0x138,Air Guts Bullet C,Guts Upper C,Guts Upper C,yes,14
323,0x138,Air Divekick A,Guts Upper C,Guts Upper C,yes,14
324,0x138,Air Divekick B,Guts Upper C,Guts Upper C,yes,14
325,0x138,Air Divekick C,Guts Upper C,Guts Upper C,yes,14
327,0x138,Divekick bounce,Guts Upper C,Guts Upper C,yes,14
328,0x138,Divekick,Guts Upper C,Guts Upper C,yes,14
338,0x138,Batsu Air Thrown,Guts Upper C,Guts Upper C,yes,14
339,0x138,Batsu Back Air Thrown,Guts Upper C,Guts Upper C,yes,14
343,0x138,Batsu Back Air Thrown Arc,Guts Upper C,Guts Upper C,yes,14
349,0x138,Air 5B? Beta Air Throw?,Guts Upper C,Guts Upper C,yes,14
350,0x138,Grounded Super Guts Bulllet but airborn?,Guts Upper C,Guts Upper C,yes,14
352,0x160,Super Guts Bullet,Super Guts Bullet,Super Guts Bullet,yes,14
354,0x160,Air Super Guts Bullet,Super Guts Bullet,Super Guts Bullet,yes,14
356,0x160,United by Fate,Super Guts Bullet,Super Guts Bullet,yes,14
353,0x161,Super Guts Upper,Super Guts Upper,Super Guts Upper,yes,14
368,0x161,United by fate startup,Super Guts Upper,Super Guts Upper,yes,14
377,0x161,Batsu checking his kicks in midair,Super Guts Upper,Super Guts Upper,yes,14
496,0x204,Batsu Thrown,United by Fate: Upper,United by Fate: Upper,yes,14
513,0x204,United by Fate: Bullet,United by Fate: Upper,United by Fate: Upper,yes,14
516,0x204,United by Fate: Upper,United by Fate: Upper,United by Fate: Upper,yes,14
519,0x204,United by Fate: Kicks,United by Fate: Upper,United by Fate: Upper,yes,14
522,0x204,United by Fall,United by Fate: Upper,United by Fate: Upper,yes,14
545,0x204,United by Fate:Bullet Batsu Solo,United by Fate: Upper,United by Fate: Upper,yes,14
547,0x204,United by Fate:Upper Batsu Solo,United by Fate: Upper,United by Fate: Upper,yes,14
550,0x204,United by Fate:Kick Batsu Solo,United by Fate: Upper,United by Fate: Upper,yes,14
552,0x204,United by Fall: Batsu Solo,United by Fate: Upper,United by Fate: Upper,yes,14

# Morrigan (ID: 15)
4,0x130,Morrigan is gonna party all night,Soul Fist L,Soul Fist L,yes,15
304,0x130,Soul Fist L,Soul Fist L,Soul Fist L,yes,15
305,0x131,Soul Fist M,Soul Fist M,Soul Fist M,yes,15
306,0x132,Soul Fist H,Soul Fist H,Soul Fist H,yes,15
307,0x132,Vector Drain A,Soul Fist H,Soul Fist H,yes,15
308,0x132,Vector Drain B,Soul Fist H,Soul Fist H,yes,15
309,0x132,Vector Drain C,Soul Fist H,Soul Fist H,yes,15
310,0x136,Shoryu L,Shoryu L,Shoryu L,yes,15
311,0x137,Shoryu M,Shoryu M,Shoryu M,yes,15
312,0x138,Shoryu H,Shoryu H,Shoryu H,yes,15
320,0x138,Air Soul Fist A,Shoryu H,Shoryu H,yes,15
321,0x138,Air Soul Fist B,Shoryu H,Shoryu H,yes,15
322,0x138,Air Soul Fist C,Shoryu H,Shoryu H,yes,15
325,0x138,Shell Kick,Air Tatsu H,Air Tatsu H,yes
326,0x138,Air Shoryu A,Air Tatsu H,Air Tatsu H,yes,15
327,0x138,Air Shoryu B,Air Tatsu H,Air Tatsu H,yes,15
328,0x138,Air Shoryu C,Air Tatsu H,Air Tatsu H,yes,15
352,0x160,Finishing Shower,Finishing Shower,Finishing Shower,yes,15
353,0x160,Valkyrie Turn,Finishing Shower,Finishing Shower,yes,15
355,0x160,Finishing Shower Air,Finishing Shower,Finishing Shower,yes,15
368,0x160,Darkness Illusion Start,Finishing Shower,Finishing Shower,yes,15
369,0x160, Air Darkness Illusion Start,Finishing Shower,Finishing Shower,yes,15
465,0x1d1,Forward Throw,Forward Throw,Forward Throw,yes,15
468,0x1d4,Back Throw,Back Throw,Back Throw,yes,15
512,0x200,Vector Drain,Vector Drain,Vector Drain,yes,15
514,0x202,Darkness Illusion,Darkness Illusion,Darkness Illusion,yes,15


# Alex (ID: 16)
272,0x130,Drop Kick,Flash Chop A,Flash Chop A,yes,16
273,0x130,j.C Roll,Flash Chop A,Flash Chop A,yes,16
304,0x130,Flash Chop A,Flash Chop A,Flash Chop A,yes,16
305,0x131,Flash Chop B,Flash Chop B,Flash Chop B,yes,16
306,0x132,Flash Chop C,Flash Chop C,Flash Chop C,yes,16
307,0x133,Wild Stomp A,Wild Stomp A,Wild Stomp A,yes,16
308,0x134,Wild Stomp B,Wild Stomp B,Wild Stomp B,yes,16
309,0x135,Wild Stomp C,Wild Stomp C,Wild Stomp C,yes,16
310,0x136,Slash Elbow L,Flash Elbow L,Flash Elbow L,yes,16
311,0x137,Slash Elbow M,Flash Elbow M,Flash Elbow M,yes,16
312,0x138,Slash Elbow H,Slash Elbow H,Slash Elbow H,yes,16
313,0x138,Knee Drop A,Slash Elbow H,Slash Elbow H,yes,16
314,0x138,Knee Drop B,Slash Elbow H,Slash Elbow H,yes,16
315,0x138,Knee Drop C,Slash Elbow H,Slash Elbow H,yes,16
316,0x138,Powerbomb Start/Whiff A,Slash Elbow H,Slash Elbow H,yes,16
317,0x138,Powerbomb Start/Whiff B,Slash Elbow H,Slash Elbow H,yes,16
318,0x138,Powerbomb Start/Whiff C,Slash Elbow H,Slash Elbow H,yes,16
319,0x138,Knee Smash A,Slash Elbow H,Slash Elbow H,yes,16
320,0x138,Knee Smash B,Slash Elbow H,Slash Elbow H,yes,16
