timestamp_utc,sequence,frame,attacker_slot,attacker_name,attacker_base,attacker_char_id,action_id,action_name,victim_slot,victim_name,victim_base,victim_char_id,source_kind,source_confidence,source_score,source_age_frames,property_a,property_a_text,property_b,property_b_text,property_b_route_inference,phase_property_a,phase_property_b,runtime_status_20,actor,base_damage,final_damage,chip_damage,outcome,trigger_reasons,hp_before,hp_after,max_hp,recoverable_before,recoverable_after,red_health_generated,attacker_meter_before,attacker_meter_after,victim_meter_before,victim_meter_after,combo_before,combo_after,combo_scale_before,combo_scale_after,team_correction,baroque_active,baroque_red_spent,roll_power_flags,puddle_stacks,victim_action_before,victim_action_after,victim_action_path,reaction_phase_before,reaction_phase_after,reaction_phase_path,max_hitstun,max_blockstun,reaction_family_before,reaction_family_after,position_x_before,position_x_after,position_y_before,position_y_after,height_before,height_after,position_delta_x,position_delta_y,velocity_x_est,velocity_y_est,knockdown_observed,wall_reaction_observed,air_recovery_observed,position_stabilized_observed,sample_count,correlation_notes
2026-07-28T15:12:38Z,11,4915,P2-C2,Casshan,2465118752,2,430,assist standby,P1-C2,Chun-Li,2461448704,13,unresolved_attacker,low,7.37,0,0,"No guard category, No strength tier",0,No property B bits,none,0,0,0,0,0,4600,0,hit,"[""HP -4600""]",46000,41400,46000,0,4600,4600,28739,29015,50000,50000,0,0,1.0,1.0,1.0,False,0,0,0,430,1,0x01AE Action 430 > 0x01A2 Action 418 > 0x01A9 Action 425 > 0x0001 Action 1 > 0x0002 Action 2 > 0x0001 Action 1,neutral,neutral,neutral,0,0,0,0,10.780903816223145,0.6966503262519836,4.556118488311768,0.0,0.0,0.0,-10.084253489971161,-4.556118488311768,-0.5307501836826927,-0.23979570991114565,False,False,False,False,19,closest opposing fighter at 4.63
2026-07-28T15:12:39Z,12,4917,P1-C2,Chun-Li,2461448704,13,418,Tag In,P2-C1,Ken the Eagle,2457778656,1,move_definition,medium,80.0,0,12,"Mid, Heavy Hit",64,Standard-strike baseline,standard-strike baseline,0,0,0,0,0,800,0,hit,"[""HP -800"",""reaction hitstun->knockdown""]",44000,43200,44000,0,0,0,50000,50000,28739,29015,0,0,1.0,1.0,1.0,False,0,0,0,1,1,0x0001 Action 1 > 0x0059 Spiral Knockdown > 0x0066 Knockdown Face Up > 0x0071 Get Up Face Up > 0x0020 Action 32 > 0x0001 Action 1,hitstun,hitstun,hitstun > knockdown > wakeup,21,0,0,0,2.752822160720825,0.6971558332443237,-13.47661304473877,0.0,0.0,0.0,-2.0556663274765015,13.47661304473877,-0.10819296460402639,0.7092954234073037,True,False,False,False,19,source age 0f; current move definition; action ID matched
2026-07-28T15:12:40Z,13,4925,P1-C2,Chun-Li,2461448704,13,418,Tag In,P2-C1,Ken the Eagle,2457778656,1,move_definition_latched,high,92.0,0,12,"Mid, Heavy Hit",64,Standard-strike baseline,standard-strike baseline,0,0,0,0,0,0,0,"hit, no HP loss","[""reaction wakeup->hitstun""]",43200,43200,44000,320,0,-320,50000,50000,29015,29015,0,0,1.0,1.0,1.0,False,0,0,0,113,1,0x0020 Action 32 > 0x0001 Action 1,wakeup,hitstun,hitstun,21,0,0,0,0.8504173755645752,0.6966322660446167,0.0,0.0,0.0,0.0,-0.1537851095199585,0.0,-0.008093953132629395,0.0,False,False,False,True,19,source age 0f; current move definition; distance 0.00
2026-07-28T15:12:49Z,14,5041,P1-C2,Chun-Li,2461448704,13,418,Tag In,P2-C1,Ken the Eagle,2457778656,1,move_definition_latched,high,92.0,0,12,"Mid, Heavy Hit",64,Standard-strike baseline,standard-strike baseline,0,0,0,0,0,3359,0,hit,"[""HP -540""]",44000,40641,44000,0,1345,1345,50000,50000,29015,30176,0,0,1.0,1.0,1.0,False,0,0,0,1,1,0x0001 Action 1 > 0x0040 Standing Hitstun > 0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up > 0x0067 Wakeup Transition > 0x0071 Get Up Face Up > 0x0020 Action 32 > 0x0001 Action 1,hitstun,hitstun,hitstun > knockdown > wakeup,21,0,0,0,0.9403853416442871,0.6182535886764526,0.0,0.0,0.0,0.0,-0.3221317529678345,0.0,-0.01695430278778076,0.0,True,False,False,False,19,source age 0f; current move definition; distance 0.02
2026-07-28T15:12:50Z,15,5043,P1-C2,Chun-Li,2461448704,13,260,2B,P2-C1,Ken the Eagle,2457778656,1,move_definition,high,92.0,0,34,"Low, Medium Hit",64,Standard-strike baseline,standard-strike baseline,0,0,0,0,0,3359,0,hit,"[""HP -893""]",43460,40101,44000,216,1561,1345,50000,50000,29202,30363,0,0,1.0,1.0,1.0,False,0,0,0,64,64,0x0040 Standing Hitstun > 0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up > 0x0067 Wakeup Transition > 0x0071 Get Up Face Up > 0x0020 Action 32 > 0x0001 Action 1 > 0x0040 Standing Hitstun,hitstun,hitstun,hitstun > knockdown > wakeup,21,0,0,0,1.3027195930480957,1.0705665349960327,0.0,0.0,0.0,0.0,-0.232153058052063,0.0,-0.012218582002740157,0.0,True,False,False,True,19,source age 0f; current move definition; distance 0.00
2026-07-28T15:12:50Z,16,5044,P1-C2,Chun-Li,2461448704,13,261,2C,P2-C1,Ken the Eagle,2457778656,1,move_definition,medium,86.0,0,36,"Low, Heavy Hit",64,Standard-strike baseline,standard-strike baseline,0,0,0,0,0,3359,0,hit,"[""HP -1926"",""hitstun +5"",""last-hit/action transition"",""hitstun +9"",""reaction hitstun->knockdown""]",42567,39208,44000,574,1919,1345,50000,50000,29510,30671,0,0,1.0,1.0,1.0,False,0,0,0,64,64,0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up > 0x0067 Wakeup Transition > 0x0071 Get Up Face Up > 0x0020 Action 32 > 0x0001 Action 1 > 0x0040 Standing Hitstun,hitstun,hitstun,hitstun > knockdown > wakeup,21,0,0,0,0.9374312162399292,0.9789752960205078,0.0,0.0,0.0,0.0,0.04154407978057861,0.0,0.0021865305147672955,0.0,True,False,False,True,19,source age 0f; current move definition; action ID matched; distance 9.57
2026-07-28T15:12:51Z,17,5053,P1-C1,Ryu,2454108608,12,315,Donkey H,P2-C1,Ken the Eagle,2457778656,1,move_definition_latched,medium,68.0,0,12,"Mid, Heavy Hit",262208,"Standard-strike baseline, Special chip route B, one-eighth damage",standard-strike baseline; special chip route,0,0,0,0,0,3359,0,hit,"[""reaction wakeup->hitstun""]",40641,37282,44000,1345,2690,1345,50000,50000,30176,31337,0,0,1.0,1.0,1.0,False,0,0,0,113,113,0x0020 Action 32 > 0x0001 Action 1 > 0x0040 Standing Hitstun > 0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up > 0x0071 Get Up Face Up,wakeup,wakeup,hitstun > knockdown > wakeup,21,0,0,0,0.2889489531517029,0.7773102521896362,-66.49231719970703,0.0,0.0,0.0,0.48836129903793335,66.49231719970703,0.025703226265154387,3.4995956420898438,True,False,False,False,19,source age 0f; current move definition
2026-07-28T15:12:52Z,18,5060,P1-C2,Chun-Li,2461448704,13,259,2A,P2-C1,Ken the Eagle,2457778656,1,move_definition,high,104.0,0,9,"Mid, Light Hit",64,Standard-strike baseline,standard-strike baseline,0,0,0,0,0,7076,0,hit,"[""HP -540""]",40641,33565,44000,1345,4179,2834,50000,50000,30176,32622,0,0,1.0,1.0,1.0,False,0,0,0,1,66,0x0001 Action 1 > 0x0040 Standing Hitstun > 0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up > 0x0071 Get Up Face Up > 0x0001 Action 1 > 0x0040 Standing Hitstun > 0x0042 Low Hitstun,hitstun,hitstun,hitstun > knockdown > wakeup,21,0,0,0,0.6182535886764526,1.55095636844635,0.0,3.979604959487915,0.0,0.0,0.9327027797698975,3.979604959487915,0.04908961998788934,0.2094528926046271,True,False,False,False,19,source age 0f; current move definition; action ID matched; distance 0.00
2026-07-28T15:12:53Z,19,5062,P1-C2,Chun-Li,2461448704,13,260,2B,P2-C1,Ken the Eagle,2457778656,1,move_definition,high,104.0,0,34,"Low, Medium Hit",64,Standard-strike baseline,standard-strike baseline,0,0,0,0,0,6536,0,hit,"[""HP -893"",""hitstun +6""]",40101,33565,44000,1561,4179,2618,50000,50000,30363,32622,0,0,1.0,1.0,1.0,False,0,0,0,64,96,0x0040 Standing Hitstun > 0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up > 0x0071 Get Up Face Up > 0x0001 Action 1 > 0x0040 Standing Hitstun > 0x0042 Low Hitstun > 0x0060 Soft Knockdown,hitstun,knockdown,hitstun > knockdown > wakeup,21,0,0,0,1.0705665349960327,2.736217498779297,0.0,0.0,0.0,0.0,1.6656509637832642,0.0,0.08766584019911916,0.0,True,False,False,False,19,source age 0f; current move definition; action ID matched; distance 0.00
2026-07-28T15:12:53Z,20,5063,P1-C2,Chun-Li,2461448704,13,261,2C,P2-C1,Ken the Eagle,2457778656,1,move_definition,medium,86.0,0,36,"Low, Heavy Hit",64,Standard-strike baseline,standard-strike baseline,0,0,0,0,0,5643,0,hit,"[""HP -1926"",""last-hit/action transition"",""hitstun +9"",""reaction hitstun->knockdown""]",39208,33565,44000,1919,4179,2260,50000,50000,30671,32622,0,0,1.0,1.0,1.0,False,0,0,0,64,102,0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up > 0x0071 Get Up Face Up > 0x0001 Action 1 > 0x0040 Standing Hitstun > 0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up,hitstun,knockdown,hitstun > knockdown > wakeup,21,0,0,0,0.9789752960205078,2.1204214096069336,0.0,0.0,0.0,0.0,1.1414461135864258,0.0,0.06007611124139083,0.0,True,False,False,False,19,source age 0f; current move definition; action ID matched; distance 10.78
2026-07-28T15:12:54Z,21,5073,P1-C2,Chun-Li,2461448704,13,261,2C,P2-C1,Ken the Eagle,2457778656,1,move_definition_latched,high,92.0,0,36,"Low, Heavy Hit",64,Standard-strike baseline,standard-strike baseline,0,0,0,0,0,7434,0,hit,"[""reaction wakeup->hitstun""]",37282,29848,44000,2690,5668,2978,50000,50000,31337,33907,0,0,1.0,1.0,1.0,False,0,0,0,113,96,0x0001 Action 1 > 0x0040 Standing Hitstun > 0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up > 0x0071 Get Up Face Up > 0x0040 Standing Hitstun > 0x0042 Low Hitstun > 0x0060 Soft Knockdown,wakeup,knockdown,hitstun > knockdown > wakeup,21,0,0,0,0.7509308457374573,1.9970371723175049,0.0,19.114013671875,0.0,0.0,1.2461063265800476,19.114013671875,0.06558454350421303,1.0060007195723684,True,False,False,False,19,source age 0f; current move definition; distance 0.02
2026-07-28T15:12:55Z,22,5074,P1-C2,Chun-Li,2461448704,13,259,2A,P2-C1,Ken the Eagle,2457778656,1,move_definition,high,104.0,0,9,"Mid, Light Hit",64,Standard-strike baseline,standard-strike baseline,0,0,0,0,0,7434,0,hit,"[""HP -1053""]",37282,29848,44000,2690,5668,2978,50000,50000,31337,33907,0,0,1.0,1.0,1.0,False,0,0,0,1,96,0x0001 Action 1 > 0x0040 Standing Hitstun > 0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up > 0x0071 Get Up Face Up > 0x0040 Standing Hitstun > 0x0042 Low Hitstun > 0x0060 Soft Knockdown,hitstun,knockdown,hitstun > knockdown > wakeup,21,0,0,0,0.8701955080032349,2.7255699634552,0.0,6.84805154800415,0.0,0.0,1.8553744554519653,6.84805154800415,0.0976512871290508,0.36042376568442897,True,False,False,False,19,source age 0f; current move definition; action ID matched; distance 0.00
2026-07-28T15:12:55Z,23,5076,P1-C2,Chun-Li,2461448704,13,261,2C,P2-C1,Ken the Eagle,2457778656,1,move_definition_latched,high,98.75,3,36,"Low, Heavy Hit",64,Standard-strike baseline,standard-strike baseline,0,0,0,0,0,6381,0,hit,"[""HP -846"",""hitstun +5""]",36229,29848,44000,3112,5668,2556,50000,50000,31700,33907,0,0,1.0,1.0,1.0,False,0,0,0,64,102,0x0040 Standing Hitstun > 0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up > 0x0071 Get Up Face Up > 0x0040 Standing Hitstun > 0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up,hitstun,knockdown,hitstun > knockdown > wakeup,21,0,0,0,1.4678407907485962,1.8807590007781982,0.0,0.0,0.0,0.0,0.41291821002960205,0.0,0.021732537369979054,0.0,True,False,False,False,19,source age 3f; current move definition; action ID matched; distance 0.00
2026-07-28T15:12:55Z,24,5078,P1-C2,Chun-Li,2461448704,13,261,2C,P2-C1,Ken the Eagle,2457778656,1,move_definition,medium,86.0,0,36,"Low, Heavy Hit",64,Standard-strike baseline,standard-strike baseline,0,0,0,0,0,5535,0,hit,"[""HP -1818"",""hitstun +4"",""reaction hitstun->knockdown""]",35383,29848,44000,3451,5668,2217,50000,50000,31992,33907,0,0,1.0,1.0,1.0,False,0,0,0,66,113,0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up > 0x0071 Get Up Face Up > 0x0040 Standing Hitstun > 0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up > 0x0071 Get Up Face Up,hitstun,wakeup,hitstun > knockdown > wakeup,21,0,0,0,1.6590774059295654,0.7837280631065369,0.0,0.0,0.0,0.0,-0.8753493428230286,0.0,-0.04607101804331729,0.0,True,False,False,False,19,source age 0f; current move definition; action ID matched; distance 7.96
2026-07-28T15:12:57Z,25,5085,P1-C2,Chun-Li,2461448704,13,259,2A,P2-C1,Ken the Eagle,2457778656,1,move_definition,high,104.0,0,9,"Mid, Light Hit",64,Standard-strike baseline,standard-strike baseline,0,0,0,0,0,3717,0,hit,"[""HP -540""]",33565,29848,44000,4179,5668,1489,50000,50000,32622,33907,0,0,1.0,1.0,1.0,False,0,0,0,113,1,0x0071 Get Up Face Up > 0x0040 Standing Hitstun > 0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up > 0x0071 Get Up Face Up > 0x0001 Action 1,wakeup,hitstun,wakeup > hitstun > knockdown,21,0,0,0,0.7812924981117249,0.8702404499053955,0.0,0.0,0.0,0.0,0.08894795179367065,0.0,0.0046814711470352975,0.0,True,False,False,True,19,source age 0f; current move definition; action ID matched; distance 0.08
2026-07-28T15:12:57Z,26,5086,P1-C2,Chun-Li,2461448704,13,259,2A,P2-C1,Ken the Eagle,2457778656,1,move_definition,high,104.0,0,9,"Mid, Light Hit",64,Standard-strike baseline,standard-strike baseline,0,0,0,0,0,3177,0,hit,"[""HP -513"",""reaction wakeup->hitstun"",""last-hit/action transition""]",33025,29848,44000,4395,5668,1273,50000,50000,32809,33907,0,0,1.0,1.0,1.0,False,0,0,0,113,1,0x0040 Standing Hitstun > 0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up > 0x0071 Get Up Face Up > 0x0001 Action 1,wakeup,hitstun,hitstun > knockdown > wakeup,21,0,0,0,0.7622353434562683,0.8699764013290405,0.0,0.0,0.0,0.0,0.10774105787277222,0.0,0.005670581993303801,0.0,True,False,False,True,19,source age 0f; current move definition; action ID matched; distance 0.00
2026-07-28T15:12:57Z,27,5087,P1-C2,Chun-Li,2461448704,13,259,2A,P2-C1,Ken the Eagle,2457778656,1,move_definition,high,92.0,0,9,"Mid, Light Hit",64,Standard-strike baseline,standard-strike baseline,0,0,0,0,0,2664,0,hit,"[""HP -846"",""hitstun +1"",""hitstun +6""]",32512,29848,44000,4601,1668,-2933,50000,50000,32985,33907,0,0,1.0,1.0,1.0,False,0,0,0,64,1,0x0040 Standing Hitstun > 0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up > 0x0071 Get Up Face Up > 0x0001 Action 1,hitstun,hitstun,hitstun > knockdown > wakeup,21,0,0,0,1.0648958683013916,0.8984073996543884,0.0,0.0,0.0,0.0,-0.16648846864700317,0.0,-0.00876255098142122,0.0,True,False,False,True,19,source age 0f; current move definition; distance 0.00
2026-07-28T15:12:57Z,28,5089,P1-C2,Chun-Li,2461448704,13,261,2C,P2-C1,Ken the Eagle,2457778656,1,move_definition,medium,86.0,0,36,"Low, Heavy Hit",64,Standard-strike baseline,standard-strike baseline,0,0,0,0,0,1818,0,hit,"[""HP -1818"",""hitstun +12"",""reaction hitstun->knockdown""]",31666,29848,44000,4940,356,-4584,50000,50000,33277,34649,0,0,1.0,1.0,1.0,False,0,0,0,66,1,0x0042 Low Hitstun > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up > 0x0071 Get Up Face Up > 0x0001 Action 1,hitstun,hitstun,hitstun > knockdown > wakeup,21,0,0,0,1.199631929397583,1.1415444612503052,0.0,5.553696155548096,0.0,0.0,-0.05808746814727783,5.553696155548096,-0.0030572351656462018,0.2922997976604261,True,False,False,False,19,source age 0f; current move definition; action ID matched; distance 7.77
2026-07-28T15:12:59Z,29,5098,P1-C2,Chun-Li,2461448704,13,261,2C,P2-C1,Ken the Eagle,2457778656,1,move_definition_latched,high,92.0,0,36,"Low, Heavy Hit",64,Standard-strike baseline,standard-strike baseline,0,0,0,0,0,0,0,"hit, no HP loss","[""reaction wakeup->hitstun""]",29848,29848,44000,5668,356,-5312,50000,50000,33907,34649,0,0,1.0,1.0,1.0,False,0,0,0,113,103,0x0001 Action 1 > 0x0060 Soft Knockdown > 0x0066 Knockdown Face Up > 0x0067 Wakeup Transition,wakeup,wakeup,hitstun > knockdown > wakeup,21,0,0,0,0.7976326942443848,0.9805440902709961,0.0,0.0,0.0,0.0,0.18291139602661133,0.0,0.009626915580347964,0.0,True,False,False,True,19,source age 0f; current move definition; distance 0.00
