timestamp_utc,gui_frame,actor,owner_slot,owner_base,owner_char_id,owner_name,owner_action_id,owner_action_name,owner_action_frame,victim_slot,victim_base,victim_char_id,victim_name,property_a,property_a_text,property_b,property_b_text,runtime_status_20,phase_property_a,phase_property_b,base_damage,object_flags_10,object_flags_14,object_flags_18,object_flags_1c,object_flags_24,object_flags_28,object_flags_2c
2026-07-25T17:18:42Z,552,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,116,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03002004,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:42Z,552,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,117,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03000000,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:42Z,552,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,121,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03000004,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:42Z,552,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,121,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03002004,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:42Z,553,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,122,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03000000,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:42Z,553,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,125,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03002004,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:42Z,553,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,127,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03000000,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,554,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,131,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03002004,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,554,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,133,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03000000,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,555,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,136,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03002004,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,555,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,137,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03000000,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,556,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,141,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03002004,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,556,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,142,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03000000,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,557,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,146,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03002004,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,557,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,147,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03000000,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,557,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,151,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03002004,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,558,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,152,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03000000,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,558,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,156,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03002004,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,558,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,157,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03000000,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,561,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,171,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03002004,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,561,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,172,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03000000,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,562,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,176,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03002004,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,562,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,177,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00000123,"Damage exception route A, Init/default bit, Default collision family, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,720,0x2C06000D,0x00030000,0x03000000,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,564,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,186,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000109,"Mid, Light Hit, A flags 0x00000100",0x00000023,"Damage exception route A, Init/default bit, Unknown B bits 0x00000020",0x00000000,0x00000109,0x00000023,1040,0x2C02000D,0x00030000,0x03002004,0x00000000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:43Z,564,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,187,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000109,0x00000023,100,0x2C02000D,0x00030000,0x83006000,0x83006000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:44Z,567,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,205,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000109,0x00000023,100,0x2C02000D,0x00030000,0x83006000,0x00400000,0x00000000,0x00000003,0x000003E8
2026-07-25T17:18:44Z,567,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0160,Shinkuu,206,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000109,0x00000023,100,0x00000000,0x00030000,0x83006000,0x00400000,0x00000000,0x00000003,0x000003E8
2026-07-25T18:07:25Z,144,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,15,,0x00000000,0,,0x00000000,"No guard category, No strength tier",0x00000000,No property B bits,0x00000000,0x00000000,0x00000000,0,0x00010009,0x00000000,0x03040000,0x00000000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:26Z,144,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,15,,0x00000000,0,,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x03040000,0x00000000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:26Z,145,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,15,,0x00000000,0,,0x0000000C,"Mid, Heavy Hit",0x00040102,"One-eighth block-damage route B, Init/default bit, Default collision family",0x00000000,0x00000000,0x00000000,2800,0x00010009,0x00000000,0x03040000,0x00000000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:26Z,145,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,16,,0x00000000,0,,0x0000000C,"Mid, Heavy Hit",0x00040102,"One-eighth block-damage route B, Init/default bit, Default collision family",0x00000000,0x00000000,0x00000000,2800,0x00010009,0x00000000,0x03000000,0x00000000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:25Z,40113,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,15,,0x00000000,0,,0x00000000,"No guard category, No strength tier",0x00000000,No property B bits,0x00000000,0x00000000,0x00000000,0,0x00010009,0x00000000,0x03040000,0x00000000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:26Z,40113,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,15,,0x00000000,0,,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x03040000,0x00000000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:26Z,40114,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,16,,0x00000000,0,,0x0000000C,"Mid, Heavy Hit",0x00040102,"One-eighth block-damage route B, Init/default bit, Default collision family",0x00000000,0x00000000,0x00000000,2800,0x00010009,0x00000000,0x03040000,0x00000000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:26Z,40114,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,16,,0x00000000,0,,0x0000000C,"Mid, Heavy Hit",0x00040102,"One-eighth block-damage route B, Init/default bit, Default collision family",0x00000000,0x00000000,0x00000000,2800,0x00010009,0x00000000,0x03000000,0x00000000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:26Z,40118,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,45,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x83002004,0x83002004,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:26Z,40118,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,46,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x83006004,0x83006004,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:26Z,150,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,45,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x83002004,0x83002004,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:26Z,150,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,46,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x83006004,0x83006004,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:26Z,150,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,47,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00000000,0x00000000,0x83006004,0x00400000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:27Z,40123,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,17,,0x00000000,0,,0x0000000C,"Mid, Heavy Hit",0x00040102,"One-eighth block-damage route B, Init/default bit, Default collision family",0x00000000,0x00000000,0x00000000,2800,0x00010009,0x00000000,0x03000000,0x00000000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:28Z,40127,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,44,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x83002004,0x83002004,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:28Z,40127,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,44,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x83006004,0x83006004,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:28Z,40127,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,45,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x83006004,0x00400000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:27Z,155,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,17,,0x00000000,0,,0x0000000C,"Mid, Heavy Hit",0x00040102,"One-eighth block-damage route B, Init/default bit, Default collision family",0x00000000,0x00000000,0x00000000,2800,0x00010009,0x00000000,0x03000000,0x00000000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:28Z,159,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,44,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x83006004,0x83006004,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:28Z,159,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,45,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x83006004,0x00400000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:28Z,40128,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,46,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00000000,0x00000000,0x83006004,0x00400000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:29Z,40135,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,17,,0x00000000,0,,0x0000000C,"Mid, Heavy Hit",0x00040102,"One-eighth block-damage route B, Init/default bit, Default collision family",0x00000000,0x00000000,0x00000000,2800,0x00010009,0x00000000,0x03000000,0x00000000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:29Z,40138,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,41,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x83002004,0x83002004,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:29Z,40138,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,42,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x83006004,0x83006004,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:29Z,40138,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,43,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x83006004,0x00400000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:29Z,167,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,16,,0x00000000,0,,0x0000000C,"Mid, Heavy Hit",0x00040102,"One-eighth block-damage route B, Init/default bit, Default collision family",0x00000000,0x00000000,0x00000000,2800,0x00010009,0x00000000,0x03000000,0x00000000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:29Z,170,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,41,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x83002004,0x83002004,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:29Z,170,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,42,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x83006004,0x83006004,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:29Z,170,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,43,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x83006004,0x00400000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:07:29Z,171,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,44,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00000000,0x00000000,0x83006004,0x00400000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:09:07Z,1055,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,16,P2-C1,0x927EB9E0,1,Ken the Eagle,0x0000000C,"Mid, Heavy Hit",0x00040102,"One-eighth block-damage route B, Init/default bit, Default collision family",0x00000000,0x00000000,0x00000000,2800,0x00010009,0x00000000,0x83000004,0x00000000,0x00000000,0x00000000,0x000003E8
2026-07-25T18:09:07Z,1055,0x91A6B774,P1-C1,0x9246B9C0,12,Ryu,0x0131,Hado M,17,P2-C1,0x927EB9E0,1,Ken the Eagle,0x00000009,"Mid, Light Hit",0x00000040,Common normal-hit bit,0x00000000,0x00000000,0x00000000,100,0x00010009,0x00000000,0x83002004,0x83002004,0x00000000,0x00000000,0x000003E8
